Null display is "<null>".
     rental_date     |         title         
---------------------+-----------------------
 2005-08-23 18:43:31 | OCTOBER SUBMARINE
 GRAFFITI LOVE               | English             
 GRAIL FRANKENSTEIN          | English             
 GRAPES FURY                 | English             
 GREASE YOUTH                | English             
 GREATEST NORTH              | English             
 GREEDY ROOTS                | English             
 GREEK EVERYONE              | English             
 GRINCH MASSAGE              | English             
 GRIT CLOCKWORK              | English             
 GROOVE FICTION              | English             
 GROSSE WONDERFUL            | English             
 GROUNDHOG UNCUT             | English             
 GUMP DATE                   | English             
 GUN BONNIE                  | English             
 GUNFIGHTER MUSSOLINI        | English             
 GUNFIGHT MOON               | English             
 GUYS FALCON                 | English             
 HALF OUTFIELD               | English             
 HALL CASSIDY                | English             
 HALLOWEEN NUTS              | English             
 HAMLET WISDOM               | English             
 HANDICAP BOONDOCK           | English             
 HANGING DEEP                | English             
 HANKY OCTOBER               | English             
 HANOVER GALAXY              | English             
 HAPPINESS UNITED            | English             
 HARDLY ROBBERS              | English             
 HAROLD FRENCH               | English             
 HARPER DYING                | English             
 HARRY IDAHO                 | English             
 HATE HANDICAP               | English             
 HAUNTED ANTITRUST           | English             
 HAUNTING PIANIST            | English             
 HAWK CHILL                  | English             
 HEAD STRANGER               | English             
 HEARTBREAKERS BRIGHT        | English             
 HEAVEN FREEDOM              | English             
 HEAVENLY GUN                | English             
 HEAVYWEIGHTS BEAST          | English             
 HEDWIG ALTER                | English             
 HELLFIGHTERS SIERRA         | English             
 HIGHBALL POTTER             | English             
 HIGH ENCINO                 | English             
 HILLS NEIGHBORS             | English             
 HOBBIT ALIEN                | English             
 HOCUS FRIDA                 | English             
 HOLES BRANNIGAN             | English             
 HOLIDAY GAMES               | English             
 HOLLOW JEOPARDY             | English             
 HOLLYWOOD ANONYMOUS         | English             
 HOLOCAUST HIGHBALL          | English             
 HOLY TADPOLE                | English             
 HOME PITY                   | English             
 HOMEWARD CIDER              | English             
 HOMICIDE PEACH              | English             
 HONEY TIES                  | English             
 HOOK CHARIOTS               | English             
 HOOSIERS BIRDCAGE           | English             
 HOPE TOOTSIE                | English             
 HORN WORKING                | English             
 HORROR REIGN                | English             
 HOTEL HAPPINESS             | English             
 HOURS RAGE                  | English             
 HOUSE DYNAMITE              | English             
 HUMAN GRAFFITI              | English             
 HUNCHBACK IMPOSSIBLE        | English             
 HUNGER ROOF                 | English             
 HUNTER ALTER                | English             
 HUNTING MUSKETEERS          | English             
 HURRICANE AFFAIR            | English             
 HUSTLER PARTY               | English             
 HYDE DOCTOR                 | English             
 HYSTERICAL GRAIL            | English             
 ICE CROSSING                | English             
 IDAHO LOVE                  | English             
 IDENTITY LOVER              | English             
 IDOLS SNATCHERS             | English             
 IGBY MAKER                  | English             
 ILLUSION AMELIE             | English             
 IMAGE PRINCESS              | English             
 IMPACT ALADDIN              | English             
 IMPOSSIBLE PREJUDICE        | English             
 INCH JET                    | English             
